"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 06 13:07:49 CST 2022","Wed Jul 06 13:07:59 CST 2022","9823","testcase","test_refresh","Test_Refresh","","","test_refresh01",""
